Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Is_Returned
ORD00008933,PROD00008933,USER00008933,6/8/2023,,Clothing,172.36,4,No Return,Not Returned,0,40,Female,City46,Debit Card,Express,2.92,0
ORD00008934,PROD00008934,USER00008934,4/1/2024,3/13/2024,Books,381.4,5,Defective,Returned,-19,63,Male,City70,Debit Card,Express,41.55,1
ORD00008935,PROD00008935,USER00008935,6/3/2024,10/26/2024,Clothing,496.1,3,Not as described,Returned,145,42,Female,City43,Debit Card,Standard,41.01,1
ORD00008936,PROD00008936,USER00008936,10/26/2024,7/15/2024,Toys,380.74,2,Defective,Returned,-103,56,Female,City85,PayPal,Standard,36.91,1
ORD00008937,PROD00008937,USER00008937,2/6/2023,,Books,305.64,3,No Return,Not Returned,0,60,Male,City3,Debit Card,Standard,9.61,0
ORD00008938,PROD00008938,USER00008938,3/11/2024,11/2/2023,Electronics,454.96,5,Wrong item,Returned,-130,35,Female,City72,Debit Card,Next-Day,17.65,1
ORD00008939,PROD00008939,USER00008939,9/18/2023,1/29/2023,Toys,191.49,2,Not as described,Returned,-232,23,Female,City46,Credit Card,Next-Day,44.48,1
ORD00008940,PROD00008940,USER00008940,12/19/2023,,Clothing,284.65,2,No Return,Not Returned,0,62,Male,City96,Credit Card,Express,32.56,0
ORD00008941,PROD00008941,USER00008941,5/16/2023,,Home,190.36,4,No Return,Not Returned,0,42,Male,City81,Gift Card,Standard,0.13,0
ORD00008942,PROD00008942,USER00008942,3/27/2023,6/11/2024,Electronics,479.49,5,Defective,Returned,442,44,Male,City63,PayPal,Express,26.68,1
ORD00008943,PROD00008943,USER00008943,4/5/2023,1/13/2023,Toys,127.54,5,Defective,Returned,-82,20,Male,City51,PayPal,Next-Day,37.46,1
ORD00008944,PROD00008944,USER00008944,12/21/2024,,Electronics,276.27,1,No Return,Not Returned,0,36,Male,City35,Gift Card,Next-Day,18.38,0
ORD00008945,PROD00008945,USER00008945,8/20/2024,10/25/2024,Clothing,175.11,1,Wrong item,Returned,66,41,Female,City24,Debit Card,Standard,18.58,1
ORD00008946,PROD00008946,USER00008946,4/8/2023,2/10/2023,Electronics,421.85,1,Changed mind,Returned,-57,42,Male,City66,Gift Card,Standard,15.68,1
ORD00008947,PROD00008947,USER00008947,8/23/2024,8/14/2024,Toys,146.45,2,Changed mind,Returned,-9,34,Male,City50,Credit Card,Express,46.88,1
ORD00008948,PROD00008948,USER00008948,8/27/2023,5/17/2024,Home,198.84,2,Wrong item,Returned,264,39,Female,City24,Gift Card,Next-Day,15.01,1
ORD00008949,PROD00008949,USER00008949,1/27/2024,12/10/2023,Home,68.96,4,Defective,Returned,-48,58,Male,City12,Gift Card,Standard,36.4,1
ORD00008950,PROD00008950,USER00008950,3/28/2024,9/15/2024,Toys,44.86,4,Changed mind,Returned,171,39,Male,City97,PayPal,Express,14,1
ORD00008951,PROD00008951,USER00008951,10/1/2024,,Toys,384.15,3,No Return,Not Returned,0,65,Female,City75,Credit Card,Express,41.77,0
ORD00008952,PROD00008952,USER00008952,5/12/2024,7/13/2024,Toys,313.77,2,Changed mind,Returned,62,37,Male,City57,Credit Card,Next-Day,39.08,1
ORD00008953,PROD00008953,USER00008953,3/5/2023,,Electronics,70.64,3,No Return,Not Returned,0,44,Male,City99,Gift Card,Express,18.44,0
ORD00008954,PROD00008954,USER00008954,4/2/2023,8/11/2023,Home,466.63,3,Wrong item,Returned,131,48,Female,City47,Debit Card,Express,40.39,1
ORD00008955,PROD00008955,USER00008955,3/4/2023,12/18/2024,Electronics,34,1,Defective,Returned,655,36,Female,City11,Gift Card,Next-Day,24.26,1
ORD00008956,PROD00008956,USER00008956,9/11/2023,,Home,449.39,3,No Return,Not Returned,0,70,Female,City86,PayPal,Standard,46.88,0
ORD00008957,PROD00008957,USER00008957,5/10/2024,,Books,27.12,4,No Return,Not Returned,0,67,Male,City84,Credit Card,Standard,9.39,0
ORD00008958,PROD00008958,USER00008958,4/1/2024,,Toys,74.2,3,No Return,Not Returned,0,44,Male,City92,PayPal,Next-Day,14.67,0
ORD00008959,PROD00008959,USER00008959,9/18/2023,9/7/2023,Home,481.69,4,Defective,Returned,-11,65,Male,City79,PayPal,Express,32.81,1
ORD00008960,PROD00008960,USER00008960,7/9/2024,,Books,101.04,5,No Return,Not Returned,0,55,Male,City55,Debit Card,Express,25.54,0
ORD00008961,PROD00008961,USER00008961,11/20/2023,,Clothing,410.74,4,No Return,Not Returned,0,42,Female,City64,PayPal,Express,42.66,0
ORD00008962,PROD00008962,USER00008962,3/23/2024,3/30/2023,Clothing,226.28,4,Defective,Returned,-359,70,Female,City96,PayPal,Express,2.57,1
ORD00008963,PROD00008963,USER00008963,9/6/2023,6/28/2023,Toys,95.26,2,Not as described,Returned,-70,24,Male,City88,Gift Card,Express,45.83,1
ORD00008964,PROD00008964,USER00008964,10/14/2023,10/22/2023,Books,473.62,4,Defective,Returned,8,38,Female,City35,Credit Card,Next-Day,7.75,1
ORD00008965,PROD00008965,USER00008965,12/9/2023,10/16/2023,Clothing,185.11,1,Wrong item,Returned,-54,20,Male,City71,Debit Card,Express,15.48,1
ORD00008966,PROD00008966,USER00008966,10/11/2024,,Books,396.18,3,No Return,Not Returned,0,21,Male,City68,Debit Card,Express,14.94,0
ORD00008967,PROD00008967,USER00008967,5/10/2023,3/2/2023,Clothing,276.81,5,Defective,Returned,-69,44,Male,City72,Debit Card,Next-Day,12.08,1
ORD00008968,PROD00008968,USER00008968,6/19/2023,,Electronics,105.78,1,No Return,Not Returned,0,24,Female,City18,PayPal,Standard,15.75,0
ORD00008969,PROD00008969,USER00008969,9/23/2023,7/9/2023,Toys,165.99,1,Defective,Returned,-76,60,Female,City14,Debit Card,Next-Day,15.27,1
ORD00008970,PROD00008970,USER00008970,10/6/2024,1/24/2023,Clothing,442.12,3,Defective,Returned,-621,37,Male,City27,PayPal,Next-Day,22.89,1
ORD00008971,PROD00008971,USER00008971,5/11/2024,2/24/2024,Electronics,488.55,1,Changed mind,Returned,-77,62,Female,City44,Debit Card,Express,46.9,1
ORD00008972,PROD00008972,USER00008972,11/29/2024,10/16/2023,Toys,264.98,4,Defective,Returned,-410,37,Male,City7,Debit Card,Standard,29.94,1
ORD00008973,PROD00008973,USER00008973,6/18/2024,11/28/2024,Home,430.38,2,Defective,Returned,163,41,Male,City51,PayPal,Next-Day,38.05,1
ORD00008974,PROD00008974,USER00008974,10/4/2024,,Electronics,381.07,1,No Return,Not Returned,0,60,Female,City80,PayPal,Next-Day,32.73,0
ORD00008975,PROD00008975,USER00008975,1/25/2024,9/10/2023,Electronics,22.53,5,Changed mind,Returned,-137,31,Male,City80,Gift Card,Express,6.42,1
ORD00008976,PROD00008976,USER00008976,11/26/2024,,Books,70.41,1,No Return,Not Returned,0,60,Female,City12,Gift Card,Standard,36.79,0
ORD00008977,PROD00008977,USER00008977,1/15/2024,,Clothing,149,2,No Return,Not Returned,0,39,Female,City61,PayPal,Express,31.6,0
ORD00008978,PROD00008978,USER00008978,7/15/2023,,Clothing,142.41,2,No Return,Not Returned,0,38,Male,City72,Debit Card,Standard,39.58,0
ORD00008979,PROD00008979,USER00008979,12/20/2023,,Clothing,276.94,1,No Return,Not Returned,0,42,Female,City97,Debit Card,Next-Day,48.25,0
ORD00008980,PROD00008980,USER00008980,10/16/2024,5/25/2024,Toys,242.18,3,Defective,Returned,-144,54,Female,City12,Credit Card,Next-Day,33.41,1
ORD00008981,PROD00008981,USER00008981,7/1/2023,,Home,476.96,5,No Return,Not Returned,0,25,Male,City79,PayPal,Next-Day,30.88,0
ORD00008982,PROD00008982,USER00008982,12/27/2024,,Books,412.74,1,No Return,Not Returned,0,20,Female,City77,PayPal,Next-Day,27.93,0
ORD00008983,PROD00008983,USER00008983,10/13/2023,11/15/2024,Books,359.57,3,Wrong item,Returned,399,52,Female,City69,Credit Card,Next-Day,15.31,1
ORD00008984,PROD00008984,USER00008984,3/5/2023,,Home,287.91,4,No Return,Not Returned,0,67,Female,City34,Credit Card,Next-Day,7.83,0
ORD00008985,PROD00008985,USER00008985,9/13/2023,,Clothing,412.83,3,No Return,Not Returned,0,32,Female,City81,Credit Card,Standard,10.67,0
ORD00008986,PROD00008986,USER00008986,7/4/2023,7/7/2024,Electronics,173.3,5,Wrong item,Returned,369,20,Female,City8,Debit Card,Express,20.72,1
ORD00008987,PROD00008987,USER00008987,2/3/2023,,Toys,176.22,2,No Return,Not Returned,0,39,Male,City68,Debit Card,Standard,44.84,0
ORD00008988,PROD00008988,USER00008988,3/5/2023,11/13/2024,Toys,284.82,4,Wrong item,Returned,619,36,Male,City54,Gift Card,Express,38.18,1
ORD00008989,PROD00008989,USER00008989,6/30/2024,,Electronics,211.5,1,No Return,Not Returned,0,25,Male,City65,Credit Card,Standard,41.16,0
ORD00008990,PROD00008990,USER00008990,4/11/2023,,Books,94.6,1,No Return,Not Returned,0,41,Female,City50,Debit Card,Standard,10.9,0
ORD00008991,PROD00008991,USER00008991,2/7/2024,,Electronics,75.56,2,No Return,Not Returned,0,61,Male,City50,PayPal,Express,15.48,0
ORD00008992,PROD00008992,USER00008992,1/23/2023,,Clothing,430.16,1,No Return,Not Returned,0,34,Female,City88,Debit Card,Express,9.35,0
ORD00008993,PROD00008993,USER00008993,1/1/2023,7/13/2024,Books,125.79,1,Not as described,Returned,559,52,Male,City1,Credit Card,Express,47.83,1
ORD00008994,PROD00008994,USER00008994,8/30/2024,12/24/2024,Clothing,107.64,2,Wrong item,Returned,116,29,Female,City92,Gift Card,Next-Day,27.42,1
ORD00008995,PROD00008995,USER00008995,4/19/2024,10/10/2024,Electronics,122.43,3,Not as described,Returned,174,32,Female,City20,PayPal,Express,12.15,1
ORD00008996,PROD00008996,USER00008996,3/3/2023,,Clothing,277.28,2,No Return,Not Returned,0,44,Male,City23,Debit Card,Next-Day,3.94,0
ORD00008997,PROD00008997,USER00008997,1/23/2024,5/16/2023,Books,462.89,4,Not as described,Returned,-252,30,Male,City98,Gift Card,Standard,37.64,1
ORD00008998,PROD00008998,USER00008998,12/14/2023,,Books,342.43,1,No Return,Not Returned,0,63,Male,City40,PayPal,Standard,5.85,0
ORD00008999,PROD00008999,USER00008999,3/25/2023,6/8/2023,Books,441.33,4,Changed mind,Returned,75,63,Female,City7,Credit Card,Next-Day,49.97,1
ORD00009000,PROD00009000,USER00009000,4/5/2024,5/25/2024,Electronics,487.96,4,Defective,Returned,50,36,Female,City24,Credit Card,Express,12.02,1
ORD00009001,PROD00009001,USER00009001,5/13/2024,,Toys,195.46,4,No Return,Not Returned,0,35,Male,City87,Credit Card,Standard,30.46,0
ORD00009002,PROD00009002,USER00009002,10/12/2024,2/23/2024,Clothing,70.68,2,Wrong item,Returned,-232,23,Female,City21,Credit Card,Standard,4.88,1
ORD00009003,PROD00009003,USER00009003,9/22/2024,6/14/2024,Home,428.3,2,Defective,Returned,-100,46,Male,City34,Credit Card,Express,19.23,1
ORD00009004,PROD00009004,USER00009004,10/26/2024,9/11/2024,Home,107.98,3,Defective,Returned,-45,22,Female,City45,PayPal,Express,28.11,1
ORD00009005,PROD00009005,USER00009005,4/22/2024,,Books,479.16,4,No Return,Not Returned,0,31,Male,City3,Credit Card,Next-Day,47.15,0
ORD00009006,PROD00009006,USER00009006,10/8/2024,1/29/2023,Clothing,331.84,4,Not as described,Returned,-618,59,Male,City51,PayPal,Next-Day,42.03,1
ORD00009007,PROD00009007,USER00009007,8/27/2024,,Electronics,458.81,3,No Return,Not Returned,0,41,Male,City44,PayPal,Express,34.03,0
ORD00009008,PROD00009008,USER00009008,8/11/2024,7/18/2024,Clothing,11.18,4,Wrong item,Returned,-24,33,Male,City72,Gift Card,Next-Day,42.77,1
ORD00009009,PROD00009009,USER00009009,4/12/2024,,Books,387.82,4,No Return,Not Returned,0,42,Male,City2,Credit Card,Standard,15.81,0
ORD00009010,PROD00009010,USER00009010,5/8/2024,6/26/2024,Electronics,267.44,2,Wrong item,Returned,49,56,Female,City62,PayPal,Standard,39.94,1
ORD00009011,PROD00009011,USER00009011,3/8/2024,9/7/2023,Electronics,242.33,4,Not as described,Returned,-183,55,Male,City35,Gift Card,Standard,2.75,1
ORD00009012,PROD00009012,USER00009012,5/14/2024,,Books,454.19,4,No Return,Not Returned,0,31,Female,City1,Credit Card,Express,12.25,0
ORD00009013,PROD00009013,USER00009013,11/3/2024,2/24/2023,Books,285.35,1,Defective,Returned,-618,56,Female,City8,Debit Card,Standard,23.98,1
ORD00009014,PROD00009014,USER00009014,12/29/2024,,Toys,379.84,2,No Return,Not Returned,0,21,Male,City36,Debit Card,Express,29.03,0
ORD00009015,PROD00009015,USER00009015,8/7/2023,,Toys,371.18,5,No Return,Not Returned,0,62,Male,City64,Gift Card,Express,36.58,0
ORD00009016,PROD00009016,USER00009016,6/14/2023,2/13/2024,Electronics,68.59,2,Defective,Returned,244,50,Male,City4,Gift Card,Standard,47.08,1
ORD00009017,PROD00009017,USER00009017,1/4/2024,3/26/2023,Electronics,53.89,4,Defective,Returned,-284,45,Female,City39,Debit Card,Next-Day,43.54,1
ORD00009018,PROD00009018,USER00009018,2/22/2023,2/10/2024,Home,335.57,5,Changed mind,Returned,353,43,Male,City85,Credit Card,Express,26.11,1
ORD00009019,PROD00009019,USER00009019,1/25/2024,3/25/2024,Home,395.65,5,Changed mind,Returned,60,52,Female,City83,Credit Card,Express,35.6,1
ORD00009020,PROD00009020,USER00009020,3/3/2024,,Clothing,194.5,1,No Return,Not Returned,0,31,Female,City40,PayPal,Standard,49.38,0
ORD00009021,PROD00009021,USER00009021,6/22/2023,,Clothing,499.75,4,No Return,Not Returned,0,62,Female,City20,Debit Card,Next-Day,35.37,0
ORD00009022,PROD00009022,USER00009022,7/21/2023,12/27/2023,Toys,324.64,5,Defective,Returned,159,68,Female,City46,Gift Card,Next-Day,33.1,1
ORD00009023,PROD00009023,USER00009023,9/14/2023,11/8/2023,Clothing,193.47,5,Defective,Returned,55,65,Male,City100,Gift Card,Express,9.03,1
ORD00009024,PROD00009024,USER00009024,5/27/2023,3/23/2024,Clothing,462.49,1,Not as described,Returned,301,48,Male,City63,Gift Card,Standard,44.33,1
ORD00009025,PROD00009025,USER00009025,2/2/2024,12/30/2023,Electronics,202.74,1,Not as described,Returned,-34,37,Male,City7,Credit Card,Standard,7.65,1
ORD00009026,PROD00009026,USER00009026,11/9/2023,6/15/2023,Toys,73.94,1,Defective,Returned,-147,20,Female,City20,PayPal,Express,29.94,1
ORD00009027,PROD00009027,USER00009027,7/23/2023,1/12/2024,Home,145,5,Changed mind,Returned,173,53,Female,City5,Credit Card,Next-Day,14.44,1
ORD00009028,PROD00009028,USER00009028,11/1/2023,11/16/2024,Toys,50.65,3,Defective,Returned,381,29,Male,City83,Credit Card,Next-Day,1.76,1
ORD00009029,PROD00009029,USER00009029,1/1/2023,,Electronics,258.77,5,No Return,Not Returned,0,20,Male,City21,Debit Card,Express,24.87,0
ORD00009030,PROD00009030,USER00009030,3/15/2024,,Books,32.82,4,No Return,Not Returned,0,49,Female,City49,Credit Card,Standard,33.31,0
ORD00009031,PROD00009031,USER00009031,2/15/2024,7/17/2023,Home,116.37,3,Changed mind,Returned,-213,32,Male,City7,Debit Card,Next-Day,21.57,1
ORD00009032,PROD00009032,USER00009032,3/26/2023,9/18/2024,Clothing,309.9,1,Defective,Returned,542,61,Female,City61,Credit Card,Standard,35.49,1
ORD00009033,PROD00009033,USER00009033,12/19/2024,3/9/2024,Toys,437.4,2,Wrong item,Returned,-285,23,Female,City11,Gift Card,Next-Day,22.2,1
ORD00009034,PROD00009034,USER00009034,4/18/2024,8/26/2023,Toys,196.3,1,Not as described,Returned,-236,59,Male,City17,Debit Card,Standard,29.18,1
ORD00009035,PROD00009035,USER00009035,11/17/2024,,Books,177.03,5,No Return,Not Returned,0,45,Male,City69,Gift Card,Next-Day,40.75,0
ORD00009036,PROD00009036,USER00009036,6/30/2024,,Toys,53.83,5,No Return,Not Returned,0,27,Female,City56,Debit Card,Express,7.22,0
ORD00009037,PROD00009037,USER00009037,11/27/2024,,Electronics,155.4,2,No Return,Not Returned,0,25,Male,City79,Debit Card,Standard,27.44,0
ORD00009038,PROD00009038,USER00009038,11/30/2023,2/15/2023,Clothing,110.14,4,Not as described,Returned,-288,45,Female,City38,Credit Card,Next-Day,27.5,1
ORD00009039,PROD00009039,USER00009039,1/14/2023,11/2/2024,Electronics,133.31,5,Defective,Returned,658,29,Male,City57,Credit Card,Standard,38.4,1
ORD00009040,PROD00009040,USER00009040,5/10/2023,2/3/2024,Electronics,86.01,3,Not as described,Returned,269,65,Female,City59,Debit Card,Standard,46.01,1
ORD00009041,PROD00009041,USER00009041,11/20/2023,,Home,250.48,4,No Return,Not Returned,0,65,Male,City56,Credit Card,Next-Day,20.02,0
ORD00009042,PROD00009042,USER00009042,3/18/2023,12/27/2023,Electronics,163.16,4,Not as described,Returned,284,43,Female,City12,Debit Card,Standard,2.37,1
ORD00009043,PROD00009043,USER00009043,7/13/2024,1/15/2023,Clothing,254.88,2,Not as described,Returned,-545,30,Male,City93,Gift Card,Standard,4.43,1
ORD00009044,PROD00009044,USER00009044,6/17/2023,,Books,261.15,1,No Return,Not Returned,0,19,Male,City60,Debit Card,Express,5.51,0
ORD00009045,PROD00009045,USER00009045,5/7/2023,,Home,31.92,1,No Return,Not Returned,0,46,Male,City34,PayPal,Next-Day,32.01,0
ORD00009046,PROD00009046,USER00009046,7/29/2023,8/13/2024,Home,474.42,4,Changed mind,Returned,381,36,Female,City43,Credit Card,Next-Day,46.79,1
ORD00009047,PROD00009047,USER00009047,10/12/2024,,Home,429.79,5,No Return,Not Returned,0,67,Male,City95,Gift Card,Express,5.31,0
ORD00009048,PROD00009048,USER00009048,2/11/2023,2/21/2024,Toys,152.15,4,Not as described,Returned,375,48,Male,City88,PayPal,Standard,41.74,1
ORD00009049,PROD00009049,USER00009049,11/28/2023,,Toys,149.08,5,No Return,Not Returned,0,45,Female,City10,Debit Card,Express,30.96,0
ORD00009050,PROD00009050,USER00009050,2/18/2023,,Home,206.01,4,No Return,Not Returned,0,24,Female,City46,Debit Card,Standard,4.9,0
ORD00009051,PROD00009051,USER00009051,9/28/2024,1/6/2024,Electronics,418.31,1,Not as described,Returned,-266,48,Female,City31,Credit Card,Next-Day,32.67,1
ORD00009052,PROD00009052,USER00009052,6/6/2024,,Toys,136.93,5,No Return,Not Returned,0,62,Female,City58,Gift Card,Next-Day,29.19,0
ORD00009053,PROD00009053,USER00009053,11/22/2023,,Books,412.31,3,No Return,Not Returned,0,56,Female,City63,Gift Card,Next-Day,17.75,0
ORD00009054,PROD00009054,USER00009054,10/19/2023,,Electronics,394.99,1,No Return,Not Returned,0,59,Male,City21,Gift Card,Next-Day,12.85,0
ORD00009055,PROD00009055,USER00009055,7/29/2023,7/8/2023,Books,447.28,3,Changed mind,Returned,-21,40,Male,City6,PayPal,Next-Day,40.27,1
ORD00009056,PROD00009056,USER00009056,10/9/2023,,Books,31.22,5,No Return,Not Returned,0,30,Male,City58,Credit Card,Next-Day,26.07,0
ORD00009057,PROD00009057,USER00009057,8/9/2024,,Toys,277.88,3,No Return,Not Returned,0,23,Female,City71,PayPal,Next-Day,32.24,0
ORD00009058,PROD00009058,USER00009058,2/2/2023,,Electronics,428.7,5,No Return,Not Returned,0,40,Female,City57,Credit Card,Express,20.8,0
ORD00009059,PROD00009059,USER00009059,4/2/2024,1/20/2024,Home,427.42,2,Defective,Returned,-73,37,Male,City66,PayPal,Standard,22.14,1
ORD00009060,PROD00009060,USER00009060,3/22/2024,,Books,476.84,3,No Return,Not Returned,0,33,Male,City64,Credit Card,Next-Day,6.04,0
ORD00009061,PROD00009061,USER00009061,5/1/2023,8/9/2024,Home,18.41,1,Changed mind,Returned,466,63,Male,City5,Gift Card,Express,22.82,1
ORD00009062,PROD00009062,USER00009062,7/16/2023,5/28/2024,Electronics,34.28,2,Changed mind,Returned,317,20,Male,City76,Gift Card,Standard,15.91,1
ORD00009063,PROD00009063,USER00009063,6/26/2023,,Home,273.44,5,No Return,Not Returned,0,70,Male,City91,Gift Card,Standard,37.28,0
ORD00009064,PROD00009064,USER00009064,2/23/2024,,Clothing,462.84,5,No Return,Not Returned,0,66,Female,City50,Gift Card,Next-Day,24.21,0
ORD00009065,PROD00009065,USER00009065,6/5/2024,5/21/2023,Books,65.61,4,Wrong item,Returned,-381,20,Male,City83,Gift Card,Next-Day,32.15,1
ORD00009066,PROD00009066,USER00009066,4/3/2024,,Home,381.87,5,No Return,Not Returned,0,18,Female,City52,Gift Card,Express,35.01,0
ORD00009067,PROD00009067,USER00009067,11/4/2024,9/17/2024,Electronics,268.38,4,Defective,Returned,-48,45,Male,City58,Credit Card,Standard,39.64,1
ORD00009068,PROD00009068,USER00009068,1/9/2024,,Home,25.91,4,No Return,Not Returned,0,27,Male,City69,Credit Card,Express,20.77,0
ORD00009069,PROD00009069,USER00009069,5/25/2023,,Electronics,264.41,2,No Return,Not Returned,0,43,Female,City64,Gift Card,Next-Day,39.14,0
ORD00009070,PROD00009070,USER00009070,8/4/2024,,Electronics,24.11,2,No Return,Not Returned,0,47,Female,City93,Gift Card,Next-Day,25.48,0
ORD00009071,PROD00009071,USER00009071,7/22/2023,,Clothing,450.97,4,No Return,Not Returned,0,46,Male,City73,Credit Card,Next-Day,16.96,0
ORD00009072,PROD00009072,USER00009072,11/23/2023,,Toys,265.12,4,No Return,Not Returned,0,45,Female,City56,PayPal,Express,34.24,0
ORD00009073,PROD00009073,USER00009073,10/20/2023,8/16/2024,Electronics,499.18,4,Changed mind,Returned,301,63,Male,City97,Credit Card,Next-Day,30.37,1
ORD00009074,PROD00009074,USER00009074,1/13/2023,,Books,282.85,2,No Return,Not Returned,0,18,Male,City95,Credit Card,Express,26.03,0
ORD00009075,PROD00009075,USER00009075,6/7/2023,,Books,311.26,3,No Return,Not Returned,0,57,Male,City64,PayPal,Express,2,0
ORD00009076,PROD00009076,USER00009076,5/13/2023,6/13/2023,Clothing,266.88,1,Changed mind,Returned,31,69,Female,City60,Credit Card,Express,12.19,1
ORD00009077,PROD00009077,USER00009077,9/22/2024,10/29/2024,Toys,495.4,1,Not as described,Returned,37,62,Male,City100,Debit Card,Next-Day,32.08,1
ORD00009078,PROD00009078,USER00009078,2/23/2024,,Electronics,8.16,1,No Return,Not Returned,0,54,Female,City80,PayPal,Express,7.88,0
ORD00009079,PROD00009079,USER00009079,5/29/2024,,Clothing,438.15,3,No Return,Not Returned,0,24,Female,City66,Gift Card,Standard,26.53,0
ORD00009080,PROD00009080,USER00009080,3/27/2023,10/30/2023,Books,481.13,2,Changed mind,Returned,217,57,Female,City91,Credit Card,Standard,32.88,1
ORD00009081,PROD00009081,USER00009081,7/1/2023,,Toys,298.16,3,No Return,Not Returned,0,55,Female,City59,PayPal,Standard,23.42,0
ORD00009082,PROD00009082,USER00009082,12/14/2023,,Books,54.35,4,No Return,Not Returned,0,54,Female,City38,Debit Card,Standard,6.29,0
ORD00009083,PROD00009083,USER00009083,6/4/2024,5/14/2024,Electronics,56.11,1,Not as described,Returned,-21,32,Male,City42,PayPal,Next-Day,11.52,1
ORD00009084,PROD00009084,USER00009084,8/17/2024,,Toys,93.84,1,No Return,Not Returned,0,64,Male,City89,PayPal,Next-Day,42.53,0
ORD00009085,PROD00009085,USER00009085,3/25/2024,,Electronics,76.47,1,No Return,Not Returned,0,23,Male,City90,Credit Card,Express,1.56,0
ORD00009086,PROD00009086,USER00009086,8/21/2024,8/12/2023,Electronics,122.85,3,Wrong item,Returned,-375,58,Female,City17,PayPal,Next-Day,28.3,1
ORD00009087,PROD00009087,USER00009087,12/1/2023,6/19/2023,Books,124.11,4,Defective,Returned,-165,59,Female,City36,PayPal,Express,34.64,1
ORD00009088,PROD00009088,USER00009088,9/11/2024,11/9/2024,Books,450.89,4,Not as described,Returned,59,59,Male,City47,Gift Card,Express,49.44,1
ORD00009089,PROD00009089,USER00009089,3/5/2024,2/7/2024,Home,116.12,4,Not as described,Returned,-27,34,Female,City89,Debit Card,Express,32.37,1
ORD00009090,PROD00009090,USER00009090,6/26/2023,,Toys,102.16,1,No Return,Not Returned,0,63,Female,City27,Gift Card,Standard,37.21,0
ORD00009091,PROD00009091,USER00009091,2/3/2023,,Home,173.98,2,No Return,Not Returned,0,34,Female,City71,Debit Card,Standard,22.98,0
ORD00009092,PROD00009092,USER00009092,4/7/2024,10/15/2024,Books,55.73,5,Defective,Returned,191,57,Female,City82,Credit Card,Express,43.24,1
ORD00009093,PROD00009093,USER00009093,12/31/2024,1/20/2023,Electronics,339.73,1,Wrong item,Returned,-711,36,Male,City51,PayPal,Express,38.15,1
ORD00009094,PROD00009094,USER00009094,2/22/2023,,Clothing,205.62,2,No Return,Not Returned,0,22,Female,City73,Debit Card,Express,32.72,0
ORD00009095,PROD00009095,USER00009095,2/17/2024,,Electronics,93.56,3,No Return,Not Returned,0,55,Female,City50,PayPal,Express,30.86,0
ORD00009096,PROD00009096,USER00009096,8/26/2024,,Electronics,225.3,5,No Return,Not Returned,0,18,Female,City60,Debit Card,Standard,26.57,0
ORD00009097,PROD00009097,USER00009097,11/16/2023,12/3/2023,Toys,320.06,3,Wrong item,Returned,17,54,Male,City94,Debit Card,Next-Day,46.39,1
ORD00009098,PROD00009098,USER00009098,2/9/2023,,Electronics,397.64,2,No Return,Not Returned,0,54,Male,City65,Credit Card,Standard,42.43,0
ORD00009099,PROD00009099,USER00009099,12/30/2024,10/20/2024,Books,156.19,2,Not as described,Returned,-71,20,Male,City91,PayPal,Next-Day,34.89,1
ORD00009100,PROD00009100,USER00009100,3/19/2023,3/8/2023,Electronics,462.51,4,Wrong item,Returned,-11,55,Male,City73,PayPal,Next-Day,49.34,1
ORD00009101,PROD00009101,USER00009101,5/5/2023,2/2/2024,Electronics,167.52,2,Defective,Returned,273,29,Female,City67,PayPal,Standard,40.64,1
ORD00009102,PROD00009102,USER00009102,5/10/2024,,Electronics,217.16,5,No Return,Not Returned,0,48,Female,City75,Debit Card,Express,33.38,0
ORD00009103,PROD00009103,USER00009103,5/28/2024,,Toys,177.87,1,No Return,Not Returned,0,68,Male,City60,PayPal,Standard,17.08,0
ORD00009104,PROD00009104,USER00009104,1/11/2023,,Home,219.79,2,No Return,Not Returned,0,64,Male,City15,Gift Card,Standard,23.01,0
ORD00009105,PROD00009105,USER00009105,5/9/2024,,Toys,321.66,4,No Return,Not Returned,0,19,Female,City36,Credit Card,Next-Day,29.6,0
ORD00009106,PROD00009106,USER00009106,12/28/2024,,Books,138.76,4,No Return,Not Returned,0,27,Female,City80,PayPal,Next-Day,19.48,0
ORD00009107,PROD00009107,USER00009107,7/14/2024,,Electronics,380.76,5,No Return,Not Returned,0,24,Male,City59,Debit Card,Next-Day,37.78,0
ORD00009108,PROD00009108,USER00009108,5/21/2024,,Clothing,176.7,1,No Return,Not Returned,0,50,Male,City21,Debit Card,Express,36.46,0
ORD00009109,PROD00009109,USER00009109,5/2/2023,8/8/2024,Books,329.56,4,Wrong item,Returned,464,70,Male,City42,Gift Card,Next-Day,6.21,1
ORD00009110,PROD00009110,USER00009110,8/17/2023,12/22/2024,Toys,184.18,4,Defective,Returned,493,26,Female,City97,Credit Card,Express,30.69,1
ORD00009111,PROD00009111,USER00009111,12/21/2024,10/29/2024,Electronics,334.73,2,Changed mind,Returned,-53,66,Female,City79,Gift Card,Next-Day,26.07,1
ORD00009112,PROD00009112,USER00009112,2/21/2023,,Electronics,432.9,4,No Return,Not Returned,0,59,Male,City93,Debit Card,Next-Day,27.42,0
